,Conformer,RMSD_macrocycle,RoG_macrocycle,TF_macrocycle,TFD_macrocycle,RMSD_heavy_atoms,RoG_heavy_atoms,TF_heavy_atoms,TFD_heavy_atoms,Nconf,Span_Rog_macrocycle,Span_Rog_heavy_atoms
90,CAZVEF_24,0.9225043833022213,2.8702405981962853,16.0,0.282892669791739,1.3859189748764038,3.0803572829443766,24.0,0.282892669791739,32,0.3115361294838892,0.5399939043103945
91,CHMADP_79,1.1279500767430763,5.036998257454586,28.0,18.419476519959275,1.5447814464569092,5.2625633615685095,36.0,18.419476519959275,221,1.1730244900423932,1.2374277433283334
92,COFKAK_429,1.5832724248970638,4.725513573267829,48.0,35.26570800374893,2.354994297027588,5.963242088793925,160.0,17.697636092094097,968,1.169871881893556,1.3160395899602566
93,CPDPSC_145,0.6910839906825582,2.817925545030126,15.0,0.015401163121032886,3.706089973449707,4.914264468433233,34.0,0.15135833538390278,164,0.3356310264640099,1.3266895770603826
94,CUZQUJ_42,1.016320624495364,3.888724549294468,22.0,0.618309977037006,0.9864722490310669,4.637521012333089,52.0,0.2181406184454414,72,0.6860096367014319,1.2975489325387408
95,CYDECO_0,0.6672596015150506,2.0864578228663047,10.0,0.1376005629939557,0.9710130095481873,2.230808038326302,12.0,0.1376005629939557,4,0.024378586706840455,0.13714725161089314
96,DAFKUR_48,0.8762492803487754,4.086186773607029,42.0,0.22720878205673303,1.6353734731674194,4.448283585041498,96.0,0.22720878205673303,981,0.9541244719971309,0.8981375499532467
97,DAZGEQ01_16,0.447421588379692,2.392077381703397,12.0,0.06712282833553519,0.9754363298416138,3.0469251536832416,24.0,0.3124406795719728,21,0.17904207271745198,0.2769957785110342
98,DEMHUY01_37,0.8638586016067561,3.6497032709681765,20.0,0.28932316243988654,1.2662924528121948,4.002984540522705,28.0,0.28932316243988654,79,0.44919598415617257,0.9310232854106535
99,DEMJAG10_47,1.0304840472888395,3.89668501805721,22.0,0.752912560935302,1.3314857482910156,4.303973494407739,30.0,0.752912560935302,109,0.7459500005890258,0.9361363443871635
100,DETHAL_6,0.7163423935788243,3.074530108873925,30.0,0.02345539722420495,0.971331000328064,3.156721908993981,40.0,0.016185874499385387,7,0.09051733233832371,0.10059729738980927
101,DOVXUI_73,0.2059224040947993,2.736944990715786,14.0,0.006224524999896236,0.9291737675666809,3.5674296425130883,60.0,0.29384338764551066,89,0.31854153400219465,0.3207780108825036
102,DOZWUL_38,0.6382107821817751,2.733527378968664,14.0,0.024724282266188564,1.2124464511871338,3.2814933317050565,30.0,0.024724282266188564,40,0.26112618853008973,0.40468083280460565
103,DUBQUN_1,0.5507041740485898,2.1419290148245933,11.0,0.08238789163645717,0.6580454707145691,2.777253877431121,36.0,0.2607907473957039,8,0.11197505718465584,0.2730303759747268
104,DUPKEE_154,0.5953203154297545,3.3125423424904494,18.0,0.04748248214741117,1.4362220764160156,4.424677646260167,92.0,0.16450763987461672,840,0.7117596042863101,1.2643343151103
105,DUVGOQ10_330,1.1037342721156715,3.6325119638716306,35.0,0.0780770949535573,3.084561586380005,5.004666929565227,109.0,0.23042803498286024,863,0.610538228112314,1.2980877592604356
106,DZCDON_3,0.6925372860830067,2.0512401228790065,10.0,0.2639271008356888,1.2104685306549072,2.294801715853984,14.0,0.2639271008356888,5,0.08118745164157959,0.1084669813729029
107,FIMKAO_235,1.3990558837018283,5.762415769789744,55.0,24079.35996138214,1.8055986166000366,6.535803899743199,79.0,18059.537185609708,407,2.0790157641234908,2.5111237487903635
108,FIWZEQ_23,0.6311350362535667,2.1114674719256263,10.0,0.04790906886212064,2.0919644832611084,2.669210536098092,26.0,0.062322076429126995,26,0.11934700884411886,0.17471249914880715
109,FOKCUE_928,1.2202572802050144,3.90894642463832,25.0,0.10278056374481659,5.742459774017334,6.207960775573282,145.0,0.04964923074499947,1000,1.2190428039767243,1.7461331215776763
110,GLSARM_20,0.5542870947121307,2.392899233802102,12.0,0.07899519182599331,0.6218491792678833,2.9486950543709223,29.0,0.07899519182599331,22,0.17339979805231032,0.2275566398861848
111,GOBSIZ_6,1.0553688431582984,3.304787099609148,18.0,0.13490112764335835,1.2216856479644775,3.4562092328173963,22.0,0.13490112764335835,35,0.4867869429915874,0.6111117456657742
112,GOKREE_8,0.9026521767568011,2.7433345512921865,14.0,0.041227576349166545,1.8361927270889282,2.9733599544512166,31.0,0.029306861746620914,10,0.3133772800260788,0.3929927659073984
113,GUGWOV_425,0.2273713807521421,3.1119717645513245,26.0,0.031102594575011484,1.3826960325241089,4.744097042544267,57.0,0.1023196599040924,535,0.35639509478146003,1.0857622188420795
114,HEBHUR_70,0.741437489723765,2.800488622139927,15.0,0.060093182986510695,3.327341079711914,3.5513136190567045,63.0,0.23187268492093763,185,0.45491584911587335,0.7378697036054396
115,HEBLIJ_580,1.2578957641764055,3.8698420688488495,24.0,0.3438036006326142,2.578047275543213,4.639407656077218,100.0,0.23654094948201188,958,1.0470694964770852,0.9126500216954199
116,HEGNEO_73,0.6708740714329531,2.7346077778168008,14.0,0.050782217366492924,1.5784131288528442,3.681576211856238,52.0,0.226502281555134,95,0.36174401970901515,0.5233598376061601
117,HEGNOY_9,0.765992862162231,2.5381664853580403,14.0,0.20445299960997648,1.617343544960022,3.191918333113206,48.0,0.5023234371442636,33,0.3278561389731123,0.47974812336740724
118,HETJIA_121,1.9135378306409347,5.841233507224145,73.0,14595.196214020323,2.5054614543914795,5.64738818678245,96.0,12349.783507398444,215,1.7037234986039396,1.9680455704705189
119,HTENTX10_82,0.6595628657723405,2.3827966510312333,12.0,0.15989670760429786,3.7961838245391846,3.4252878700532023,53.0,0.07304147294077644,242,0.3243943743594446,0.7180801698363584
120,IDUZEN_715,0.9839936952755949,3.780861157681357,23.0,0.2824931058041841,1.8726544380187988,5.439038838714602,93.0,0.07521220359152442,898,0.9053677505253432,1.4695432876287677
121,IHOYEJ_9,0.7810006132042036,2.5885046090709887,14.0,0.16148915242591627,0.9711208939552307,2.9311550685515027,22.0,0.16148915242591627,21,0.1331255528430586,0.2790900326248984
122,IWUGUC_260,0.7356224526641092,3.3778110663639134,19.0,0.07639791062171536,3.5716302394866943,4.486835654786353,99.0,0.22584713516571686,949,0.7406812605257733,0.9666512925266462
123,JECWIY_22,0.526152267102012,2.7767038313453045,14.0,0.0010271247660318592,1.3203908205032349,4.076967991942004,74.0,0.025664413660093137,358,0.4852495341485876,0.9331687666797328
124,JEFHEH_7,0.8672605700677781,2.905931960631108,16.0,0.10811679564245272,0.9047111868858337,2.9718263813610912,20.0,0.10811679564245272,18,0.4655636899633038,0.6442889785030577
125,JELTID_12,0.09538761198564898,2.105012249037996,10.0,0.0064317973888558125,0.17230939865112305,2.7579184118189453,31.0,0.015376991571208637,24,0.1491210983338105,0.2636042992762331
126,JILWEG_384,0.10738282177357608,2.7108385009089355,14.0,0.010339941222102233,2.158356189727783,4.395396654149779,58.0,0.24403822181637785,596,0.34441305660166277,0.8462355034487854
127,JOKNEC_40,0.4862327679201887,2.9967238049333047,16.0,0.05952221091705591,1.3626360893249512,3.9464218435906675,49.0,0.1640190908875194,268,0.4281036668744176,0.8897194594332398
128,KEPNAU_378,1.587165644097814,5.129135360375787,33.0,1090.2683659419909,3.790926456451416,5.557568626388368,150.0,64.39366128588958,1000,1.509606329376607,1.3520956020719943
129,KETVAG10_37,0.9564274687940819,3.9630458543600433,22.0,0.10316248504427473,0.9335678219795227,4.145086429763625,26.0,0.10316248504427473,55,0.5635996324633803,0.8310428706796622
130,KEYBOH_954,1.0496618420940038,3.828337006930813,24.0,2.2600304731957435,3.297860860824585,5.165395939686393,126.0,0.4725020475426721,1000,0.8202295567827766,1.0249069462840188
131,KIHWII_1,0.7091933464491771,2.246826846606444,12.0,0.019722265900070167,0.7091891169548035,2.246826846606444,12.0,0.019722265900070167,2,0.023109061458918223,0.023109061458918223
132,KIVDIC_338,0.6431208247747325,3.347300334850138,18.0,0.11018639435494867,1.668190360069275,4.266847274793839,76.0,0.19185611066500238,411,0.6531898637339584,0.7707231265440027
133,KUFPUW_2,0.6499342838494954,2.724906481362941,14.0,0.02916030100135332,1.8611587285995483,3.842893441349131,55.0,0.29532523296202406,567,0.4140666686838004,0.5512684730134434
134,LENPEA_28,1.3304721414470502,4.845220696731554,30.0,109.0936711031075,1.4126636981964111,5.750960036182943,62.0,36.37273665301699,183,1.4187396861632018,2.0941557714559864
135,MOSFEG_17,1.111232896677282,3.6390919191440716,22.0,0.0029853447973455564,1.2435935735702515,3.8119897401447216,36.0,0.0037396048360455493,27,0.6123623490983308,0.6279183580543837
136,MUCYIT_79,0.6783523301139538,2.9896311689383395,15.0,0.03546009034465062,1.587220549583435,3.957865028468795,56.0,0.04724909843221607,350,0.45687576605656854,0.8143549407407802
137,MUZZEM_43,1.0666102255154082,3.857941134142763,22.0,0.3843891304245252,1.4564090967178345,4.688212973788284,46.0,0.13769148525091124,56,0.712550981144799,1.2557227313843295
138,NAFJEJ_337,0.5542230536571909,2.3975907092213657,12.0,0.08920585250572205,2.858920097351074,3.933913447880754,64.0,0.17316702278760954,411,0.22908897951738538,0.6562929560379098
139,NAWLUT_1,0.7029770729321654,2.2878895907509658,12.0,0.07395521161810009,1.8250986337661743,2.7286329437563106,30.0,0.039421726466830495,6,0.09823684085461748,0.13764506744782645
140,NENXOT_18,0.6413012056828398,2.2495293775670895,11.0,0.0960612648557752,2.7897064685821533,3.6781161120775288,52.0,0.05721808479266797,20,0.16888452800974996,0.5373628818148237
141,NIYNIS_895,0.6692967312593103,3.502324529670331,20.0,0.1815860143601864,4.474827289581299,6.100001810479016,116.0,0.13938321630441927,999,0.8436662798937307,1.4840697972096173
